222.582;555.88
226.411;535.734
226.83;529.925
269.326;472.13
248.178;518.121
236.523;519.191
215.764;568.83
249.672;507.2
239.367;536.016
224.913;532.441
262.167;500.088
263.155;486.825
245.134;518.318
209.301;556.903
263.701;499.831
242.624;526.194
268.308;544.173
236.416;540.6
257.908;543.577
246.187;538.254
249.976;543.442
260.024;545.223
219.026;567.756
270.466;550.495
224.061;534.263
233.94;562.772
211.675;558.408
248.611;539.125
269.053;546.085
239.592;532.434
216.477;567.01
248.192;502.648
267.241;492.878
224.364;559.495
271.036;517.141
220.177;540.001
240.789;553.052
270.611;512.156
224.106;546.661
257.436;489.692
270.776;504.191
270.046;529.902
214.847;543.047
247.374;518.666
241.41;510.138
269.054;487.169
259.987;506.562
245.58;516.09
260.354;499.089
266.428;499.656
221.674;541.871
268.428;541.241
226.66;567.959
205.918;565.126
254.858;556.605
268.627;483.174
243.646;560.74
259.541;492.918
270.817;520.045
249.563;551.196
229.334;528.57
234.684;560.787
266.606;535.071
261.619;541.834
250.922;563.518
235.396;524.248
211.302;555.6
242.044;534.066
250.067;552.697
270.072;488.057
221.549;568.347
203.701;569.748
268.653;557.404
235.389;534.113
265.164;542.586
206.403;561.156
212.799;552.938
242.399;542.464
233.74;535.957
219.218;538.707
268.373;489.805
231.502;550.94
250.525;531.475
223.21;539.615
267.847;529.626
263.783;477.9
264.828;531.71
247.365;522.625
250.212;505.179
231.18;539.792
250.198;540.964
223.663;530.024
247.364;524.968
270.724;496.483
261.657;490.026
265.447;528.155
226.801;563.514
252.919;535.19
214.324;569.976
219.801;550.188
213.559;549.78
253.345;502.985
262.365;553.818
236.577;549.142
244.676;524.971
264.805;537.688
256.055;501.658
263.526;494.496
262.37;535.878
254.062;504.653
236.366;563.948
221.794;539.066
208.38;569.648
268.825;509.797
239.178;543.36
229.119;525.745
265.239;512.954
256.88;551.541
253.445;556.802
233.996;560.026
206.473;567.849
196.081;569.724
261.308;556.653
248.542;563.969
225.927;534.228
256.951;525.319
254.943;554.09
271.433;508.498
209.065;555.392
215.844;560.643
246.148;559.367
232.194;522.341
209.418;561.917
225.335;539.852
229.029;530.851
220.752;545.283
256.773;495.569
232.203;535.273
255.362;543.164
261.281;496.485
252.04;506.256
266.758;486.081
269.644;498.612
253.606;554.21
228.087;549.99
231.734;533.854
208.391;571.075
255.28;537.934
255.216;546.436
242.656;518.372
237.932;545.817
265.274;560.713
267.242;496.117
258.812;484.65
251.615;544.979
250.939;538.871
252.171;548.341
266.893;553.761
242.852;544.501
260.941;537.074
254.663;523.035
265.097;486.616
266.018;521.417
233.697;518.166
270.83;525.278
237.309;515.227
227.587;539.733
230.981;553.505
260.973;520.15
234.205;522.722
267.52;521.096
261.682;487.692
231.969;531.981
266.822;488.309
211.509;568.482
271.712;512.428
256.716;517.388
250.618;558.438
229.123;537.43
267.379;542.495
259.866;495.85
217.011;543.165
231.783;529.69
249.263;560.708
270.933;477.904
215.747;547.207
262.315;543.619
259.894;551.98
261.712;525.562
256.943;533.158
231.365;538.19
241.488;522.655
260.633;558.995
234.92;527.478
227.052;533.107
259.064;509.383
256.37;520.92
235.179;552.726
263.274;481.731
233.261;528.233
268.449;504.755
267.574;502.177
